Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
b'lg',b'LG KC550',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kc550.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, May'",b'Discontinued',b'96.9 x 51.4 x 14.9 mm (3.81 x 2.02 x 0.59 in)',b'110 g (3.88 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~35.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'12MB',b'',,"b'Schneider-Kreuznach optics, LED flash'",b'480p',"b'5 MP, AF'",,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',,b'FM radio',b'Proprietary',b'Accelerometer',b'Removable Li-Ion 900 mAh battery',"b'Black, Gray, Pink'",,b'About 90 EUR',,,,,b'No',b'MP3/WAV/AAC++/WMA/RA player MP4/H.264/RV player Photo editor Voice memo Speakerphone Organizer TV-out',,,,,,b'0.28 W/kg (head) \xc2\xa0 \xc2\xa0 0.32 W/kg (body)',,,,b'Voice 78dB / Noise 77dB / Ring 86dB',,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'","b'Yes, incl. motion-based + downloadable'","b'Yes, MIDP 2.0'",,,,,,,b'Class 12',b'Class 12',b'Up to 450 h',,b'Up to 6 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF757 Secret',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf757.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2008, April. Released 2008, June'",b'Discontinued',b'102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'2.4 inches, 17.8 cm2 (~34.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'100MB',b'Limited touchscreen functionality',,b'LED flash',"b'480p@30fps, 320p@120fps'","b'5 MP, AF'",,b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'",b'No',,"b'Stereo FM radio, RDS'",b'2.0',b'Accelerometer',b'Removable Li-Ion 800 mAh battery',"b'Black, Ruby Violet, Titan Gold'",,b'About 110 EUR',,,,,b'Videocall camera',"b'Carbon fiber battery cover MP3/WMA/AAC/AAC+ player MP4/DivX(up to 640x480) player Document viewer (Word, Excel, PowerPoint, PDF) Organizer Voice memo TV-out Predictive text input'",,,,b'Scratch-resistant glass',,b'0.53 W/kg (head) \xc2\xa0 \xc2\xa0 0.24 W/kg (body)',,,,,,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'","b'6, incl. motion-based + downloadable'","b'Yes, MIDP 2.0'",,,,,,,,,b'Up to 220 h',,b'Up to 3 h 30 min',,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'lg',b'LG KF750 Secret',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf750.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2008, April. Released 2008, June'",b'Discontinued',b'102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~34.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'100MB',b'Limited touchscreen functionality',,b'LED flash',"b'480p@30fps, 320p@120fps'","b'5 MP, AF'",b'',b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',,"b'Stereo FM radio, RDS'",b'2.0',b'Accelerometer',b'Removable Li-Ion 800 mAh battery',"b'Black, Ruby Violet, Titan Gold'",,b'About 100 EUR',,,,,b'100 MB user available memory',"b'Carbon fiber battery cover MP3/WMA/AAC/AAC+ player MP4/DivX(up to 640x480) player TV-out Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Organizer Voice memo'",,,,b'Scratch-resistant glass',,b'0.50 W/kg (head) \xc2\xa0 \xc2\xa0 0.76 W/kg (body)',,,,b'Voice 75dB / Noise 72dB / Ring 82dB',,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'","b'6, incl. motion-based + downloadable'","b'Yes, MIDP 2.0'",b'Videocall camera',,,b'Noise -87.1dB / Crosstalk -85.8dB',,,,,b'Up to 260 h',,b'Up to 4 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF755 Secret',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf755.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, April. Released 2008, December'",b'Discontinued',b'102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in)',b'112 g (3.95 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'2.4 inches, 17.8 cm2 (~34.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSD (dedicated slot)',,b'Limited touchscreen functionality',,b'LED flash',"b'480p@30fps, 320p@120fps'","b'5 MP, AF'",,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',,b'FM radio',b'2.0',b'Accelerometer',b'Removable Li-Ion 800 mAh battery',b'Black',,b'About 100 EUR',,,,,b'No',"b'Carbon fiber battery cover MP3/WMA/AAC/AAC+ player MP4/DivX(up to 640x480) player TV-out Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Organizer Voice memo'",,,,b'Scratch-resistant glass',,b'0.50 W/kg (head) \xc2\xa0 \xc2\xa0 0.76 W/kg (body)',,,,,,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'","b'6, incl. motion-based + downloadable'","b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 275 h',,b'Up to 3 h 20 min',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG CU915 Vu',b'https://fdn2.gsmarena.com/vv/bigpic/lg-cu915-vu.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900',,b'HSPA 3.6/0.384 Mbps',"b'2008, March. Released 2008'",b'Discontinued',b'108 x 54.9 x 13 mm (4.25 x 2.16 x 0.51 in)',b'89.6 g (3.14 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~155 ppi density)'",,,,,b'microSD (dedicated slot)',b'128MB',b'Flash UI Downloadable wallpapers',,b'LED flash',b'320p',b'2 MP',,b'Yes',b'No',b'No',"b'1.2, A2DP'",b'No',,b'No',b'2.0',b'',b'Removable Li-Ion 1000 mAh battery',b'Black',,b'About 100 EUR',,,,,b'No',"b'MP3/AAC/AAC+/eAAC+/WMA player Video player Document viewer (Word, Excel, PowerPoint, PDF) AT&T mobile TV (CU920 only) Organizer Voice memo'",,,,,,b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.51 W/kg (body)',,,,,,,,b'500 entries',"b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,,,b'Up to 250 h',,b'Up to 3 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones, composer'",,,
b'lg',b'LG KF700',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf700.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 7.2/0.384 Mbps',"b'2008, February. Released 2008, June'",b'Discontinued',b'102 x 51 x 14.5 mm (4.02 x 2.01 x 0.57 in)',b'107 g (3.77 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'3.0 inches, 23.2 cm2 (~44.6% screen-to-body ratio)'","b'240 x 480 pixels, 18:9 ratio (~179 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'90MB',b'GSM 850 / 900 / 1800 / 1900 - Brazilian version',,b'LED flash',b'320p@15fps',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'No',"b'1.2, A2DP'",b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 900 mAh battery',b'Black',,b'About 130 EUR',,,,,b'HSDPA 850 / 2100 - American version',b'MP3/WMA/AAC/AAC+/MP4 player Predictive text input Organizer Voice memo',,,,,,b'0.21 W/kg (head) \xc2\xa0 \xc2\xa0 0.27 W/kg (body)',,,,b'Voice 72dB / Noise 71dB / Ring 79dB',,,,"b'1000 contacts, Photo call'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",b'Videocall camera',,,b'Noise -84.5dB / Crosstalk -38.7dB',,,,,b'Up to 340 h (2G) / Up to 280 h (3G)',b'0.50 W/kg (head)',b'Up to 3 h (2G) / Up to 3 h (3G)',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF600',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf600.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, February. Released 2008, March'",b'Discontinued',b'101.2 x 50.7 x 14.1 mm (3.98 x 2.00 x 0.56 in)',b'107 g (3.77 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~24.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSD (dedicated slot)',b'25MB',"b'Touch-sensitive lower display 256K colors TFT, 176 x 240 pixels, 1.49 inches'",,b'LED flash',b'Yes',"b'3.15 MP, AF'",,b'Yes',b'No',b'No',b'2.0',b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery',"b'Pastel Pink, Shiny Pink, Wine Red, Titan'",,b'About 70 EUR',,,,,b'No',"b'InteractPad Dynamic themes Scroll & Sweeping control Document viewer (Word, Excel, PowerPoint, PDF) MP3/WMA/AAC/AAC+ player Office document viewer  Predictive text input Organizer Voice memo'",,,,,,,,,,b'Voice 66dB / Noise 66dB / Ring 78dB',,,,"b'1000 entries, Photocall'","b'50 dialed, 50 received, 50 missed calls'","b'SMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,b'Noise -78.4dB / Crosstalk -58.0dB',,,b'Class 10',b'Class 10',b'Up to 480 h',,b'Up to 4 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF510',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf510.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, February. Released 2008, April'",b'Discontinued',b'104.5 x 49.5 x 10.9 mm (4.11 x 1.95 x 0.43 in)',b'91 g (3.21 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.0 cm2 (~29.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",,,,,b'microSD (dedicated slot)',b'16MB',b'Downloadable wallpapers Touch-sensitive navigation panel with haptics',,b'LED flash',b'320p',"b'3.15 MP, AF'",,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery (LGIP-410A)',"b'Stardust Dark Grey, Sunset Red'",,b'About 70 EUR',,,,,b'No',b'MP3/MP4 player Predictive text input Organizer Voice memo',,,,,,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 0.50 W/kg (body)',,,,b'Voice 69dB / Noise 66dB / Ring 69dB',,,,b'Yes',"b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 400 h',,b'Up to 4 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KP320',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kp320.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, May'",b'Discontinued',b'105 x 46 x 13.5 mm (4.13 x 1.81 x 0.53 in)',b'82 g (2.89 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~25.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'90MB',b'No',,,b'Yes',"b'3.15 MP, AF'",,b'Yes',b'No',b'No',"b'1.2, A2DP'",b'No',,"b'Stereo FM radio, recording'",b'1.2',b'',b'Removable Li-Ion 900 mAh battery',"b'Black, Red'",,b'About 70 EUR',,,,,b'MP3/MP4 player TV-out Predictive text input Organizer Voice memo',,,,,,,b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 0.98 W/kg (body)',,,,,,,,"b'1000 contacts, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 240 h',,b'Up to 3 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",,,
b'lg',b'LG KT610',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kt610.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2008, February. Released 2008, September'",b'Discontinued',b'108.9 x 53.9 x 17.2 mm (4.29 x 2.12 x 0.68 in)',b'125.5 g (4.41 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~30.4% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'","b'Symbian 9.2, S60 rel. 3.1'",,,,b'microSDHC (dedicated slot)',b'64MB',"b'Second external 4 line 256K display, 1.45 inches Downloadable themes'",,,b'Yes',b'2 MP',b'',b'Yes',b'No',b'No',b'2.0',b'Yes',,b'No',b'Proprietary',b'',b'Removable Li-Po 960 mAh battery',b'Black',,b'About 100 EUR',,,,,"b'WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Voice command/dial Document viewer (Word, Excel, PowerPoint, PDF) Photo/video editor'",,,,,,,b'0.54 W/kg (head) \xc2\xa0 \xc2\xa0 1.32 W/kg (body)',,,,b'Voice 66dB / Noise 68dB / Ring 81dB',,,,,,,,,b'VGA videocall camera',,,b'Noise -86.0dB / Crosstalk -85.8dB',,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KT520',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kt520.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2008, February. Released 2008, August'",b'Discontinued',b'101.4 x 49.6 x 15.3 mm (3.99 x 1.95 x 0.60 in)',b'97 g (3.42 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.0 cm2 (~29.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'30MB',b'360 deg finger mouse navigation Downloadable themes',,,b'Yes',b'3.15 MP',b'',b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 800 mAh battery',b'',,b'About 70 EUR',,,,,b'MP3 player Voice command/dial',,,,,,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.22 W/kg (body)',,,,,,,,"b'Yes, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",b'Yes',,,,,,,,b'Up to 290 h',,b'Up to 3 h 30 min',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KM710',b'https://fdn2.gsmarena.com/vv/bigpic/lg-km710.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, February. Released 2008, July'",b'Discontinued',b'103 x 48 x 15.4 mm (4.06 x 1.89 x 0.61 in)',b'118 g (4.16 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~25.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSD (dedicated slot)',b'15MB',"b'Second 256K colors, 1.1 inches TFT display (128 x 128 pixels) Downloadable wallpapers'",,,b'Yes',"b'3.15 MP, AF'",,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery',b'White',,b'About 90 EUR',,,,,b'No',b'MP3/WMA/\xd0\x90\xd0\x90\xd0\xa1++ player Full GraceNote Applied Voice memo',,,,,,,,,,,,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 250 h',,b'Up to 3 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG MG295',b'https://fdn2.gsmarena.com/vv/bigpic/lg-mg295.jpg',b'GSM',b'GSM 850 / 1800 / 1900',,,,"b'2008, January. Released 2008'",b'Discontinued',b'90 x 45.6 x 19.4 mm (3.54 x 1.80 x 0.76 in)',b'80 g (2.82 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',,,,,"b'microSD (dedicated slot), 512 MB included'",,"b'Second external 65K CSTN display, 96x64 pixels'",,,b'Yes',b'1.3 MP',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 830 mAh battery',b'Black',,b'About 70 EUR',,,,,b'No',b'MP3 player Predictive text input Organizer Voice memo',,,,,,,,,,,,,,b'1000 entries',"b'20 dialed, 20 received, 20 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'No',,,,,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF310',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf310-new.jpg',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2008, February. Released 2007, May'",b'Discontinued',b'97 x 48 x 16.8 mm (3.82 x 1.89 x 0.66 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.6 cm2 (~27.0% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',,,,,b'microSD (dedicated slot)',b'40MB',b'Downloadable wallpapers',,,b'Yes',b'2 MP',b'',b'Yes',b'No',b'No',b'1.2',b'No',,b'No',b'2.0',b'',b'Removable Li-Ion 900 mAh battery',"b'Black, White'",,b'About 60 EUR',,,,,b'MP3/MP4 player Organizer Voice memo Predictive text input',,,,,,,b'0.93 W/kg (head) \xc2\xa0 \xc2\xa0 1.46 W/kg (body)',,,,,,,,b'Yes',"b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email, Instant Messaging'",b'Yes',"b'Yes, MIDP 2.0'",b'VGA videocall camera',,,,,,,,b'Up to 450 h',,b'Up to 5 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KF300',b'https://fdn2.gsmarena.com/vv/bigpic/lg-kf300.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, April. Released 2008, August'",b'Discontinued',b'99 x 50 x 16 mm (3.90 x 1.97 x 0.63 in)',b'97 g (3.42 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.0 cm2 (~30.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",,,,,b'microSD (dedicated slot)',b'10MB',b'GSM 850 / 1800 / 1900 - American version',,,b'Yes',b'2 MP',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 800 mAh battery',b'Black',,b'About 80 EUR',,,,,"b'Second external 256K colors, 1.3 inches TFT display, 128 x 160 pixels'",b'MP3 player Predictive text input Organizer Voice memo',,,,,,,,,,,,,,b'1000 entries',"b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 200 h',,b'Up to 2 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KM500',b'https://fdn2.gsmarena.com/vv/bigpic/lg-km500.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, February. Released 2008, March'",b'Discontinued',b'101.5 x 48 x 15 mm (4.00 x 1.89 x 0.59 in)',b'155 (5.47 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~25.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSD (dedicated slot)',b'50MB',b'GSM 850 / 1800 / 1900 - American version',,b'LED flash',b'Yes',b'2 MP',,b'Yes',b'Yes',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 800 mAh battery (LGIP-300G)',b'Black',,b'About 70 EUR',,,,,b'Downloadable wallpapers',b'MP3/WMA/\xd0\x90\xd0\x90\xd0\xa1++ player Voice memo',,,,,,,,,,,,,,"b'1000 entries, Photo call'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'Class 10',b'Up to 250 h',b'0.59 W/kg (head)',b'Up to 3 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KM386',b'https://fdn2.gsmarena.com/vv/bigpic/lg-km386.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, May. Released 2008'",b'Discontinued',b'108 x 48 x 13 mm (4.25 x 1.89 x 0.51 in)',b'79 g (2.79 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.7 inches, 8.9 cm2 (~17.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~235 ppi density)'",,,,,b'microSD (dedicated slot)',b'32MB',b'Downloadable wallpapers',,,b'Yes',b'1.3 MP',,b'Yes',b'Yes',b'No',"b'2.0, A2DP'",b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery',b'White',,b'About 60 EUR',,,,,b'No',b'MP3/WMA/\xd0\x90\xd0\x90\xd0\xa1++ player MP4 player Voice memo',,,,,,,,,,,,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'No',b'Up to 250 h',,b'Up to 3 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KM380',b'https://fdn2.gsmarena.com/vv/bigpic/lg-km380.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, June. Released 2008, July'",b'Discontinued',b'108 x 48 x 13 mm (4.25 x 1.89 x 0.51 in)',b'79 g (2.79 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~23.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,"b'microSDHC (dedicated slot), 512 MB included'",b'40MB',b'Downloadable wallpapers',,,b'No',b'1.3 MP',,b'Yes',b'Yes',b'No',b'2.0',b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery',b'Black',,b'About 70 EUR',,,,,b'No',b'MP3/WMA/\xd0\x90\xd0\x90\xd0\xa1++ player Voice memo',,,,,,,,,,,,,,"b'1000 entries, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'No',b'Up to 250 h',,b'Up to 3 h',,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'lg',b'LG KM338',b'https://fdn2.gsmarena.com/vv/bigpic/lg-km338.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2008, February. Released 2008'",b'Discontinued',b'108 x 46 x 12.9 mm (4.25 x 1.81 x 0.51 in)',b'',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~24.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSD (dedicated slot)',b'40MB',b'Downloadable wallpapers',,,b'No',b'1.3 MP',,b'Yes',b'No',b'No',b'2.0',b'No',,b'FM radio',b'2.0',b'',b'Removable Li-Ion 800 mAh battery',b'',,,,,,,b'No',b'MP3/WMA/\xd0\x90\xd0\x90\xd0\xa1++ player Voice memo',,,,,,,,,,,,,,"b'Yes, Photocall'","b'40 dialed, 40 received, 40 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Class 10',b'No',,,,,,,,,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
